CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,CROSSBOUNDARY LLC,GENERAL AND OPERATIONS MANAGERS,MANAGING PARTNER,Y,203486.0,2016
CERTIFIED,"PORT MORRIS TILE AND MARBLE, CORP",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,203486.0,2016
CERTIFIED,HYDRALYTE LLC,GENERAL AND OPERATIONS MANAGERS,PRESIDENT & CEO,Y,182291.0,2016
CERTIFIED,CHRISTLETON CONSULTING INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,117436.8,2016
CERTIFIED,"OPENTABLE, INC.",GENERAL AND OPERATIONS MANAGERS,GLOBAL SOURCING MANAGER,Y,109595.0,2016
CERTIFIED,RRNY ENTERPRISES LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,74402.0,2016
CERTIFIED,PHIBRO ANIMAL HEALTH CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, REGULATORY & TECHNICAL SERVICES",Y,203486.0,2016
CERTIFIED,N2 CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,64002.0,2016
CERTIFIED,"UBIMO, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,203486.0,2016
CERTIFIED,TRUFAB GROUP USA LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,79414.0,2016
CERTIFIED,"JET.COM, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR, CATEGORY MANAGEMENT",Y,160451.0,2016
DENIED,ASBET CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER (C.O.O.),Y,74402.0,2016
CERTIFIED,"SELLO,LLC",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER OF SELLO, LLC",N,57034.0,2016
CERTIFIED,603 N LA CIENEGA LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF CULINARY OPERATIONS & EXECUTIVE CHEF,Y,92352.0,2016
CERTIFIED,"FRONT ROW VENTURES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,86694.0,2016
CERTIFIED,"FRONT ROW VENTURES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,86694.0,2016
CERTIFIED,AQUILA FUNDAMENTAL STRATEGY PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,117437.0,2016
DENIED,EASTWOOD PHE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,97448.0,2016
DENIED,"FINCH THERAPEUTICS, INC.",GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,Y,90000.0,2016
CERTIFIED,DELUXE CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - VERTICAL RESPONSE,Y,137571.0,2016
CERTIFIED,TELSTRA INCORPORATED,GENERAL AND OPERATIONS MANAGERS,COUNTRY OPERATIONS MANAGER,Y,117437.0,2016
CERTIFIED,"RECRUITER.AI, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,197475.0,2016
CERTIFIED,TRANSACTION SERVICES GROUP (USA) INC.,GENERAL AND OPERATIONS MANAGERS,"CEO, TRANSACTION SERVICES GROUP USA",Y,191360.0,2016
CERTIFIED,ITR CONCESSION COMPANY LLC,GENERAL AND OPERATIONS MANAGERS,CEO,Y,141565.0,2016
CERTIFIED,AQUILA FUNDAMENTAL STRATEGY PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,117437.0,2016
CERTIFIED,FIRST BAUXITE US INC.,GENERAL AND OPERATIONS MANAGERS,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,139422.0,2016
CERTIFIED,EASTWOOD PHE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,97448.0,2016
CERTIFIED,"INSTANT LOCAL, INC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,52936.0,2016
CERTIFIED,CHIA USA LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BUSINESS OPERATIONS,Y,203486.0,2016
DENIED,TAILOR MADE SPIRITS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,74402.0,2016
CERTIFIED,ALUMNI ASSOCIATION OF THE SCHOOL OF MEDICINE OF LOMA LINDA,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,80142.0,2016
CERTIFIED,"FINCH THERAPEUTICS, INC.",GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,Y,70117.0,2016
CERTIFIED,"BAM-X, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF STRATEGY AND OPERATIONS,Y,74402.0,2016
CERTIFIED,TAILOR MADE SPIRITS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,74402.0,2016
DENIED,BROCO INVESTMENTS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,56555.0,2016
CERTIFIED,HYDRALYTE LLC,GENERAL AND OPERATIONS MANAGERS,VP OF OPERATIONS,Y,70117.0,2016
CERTIFIED,ORBIT STATUS  INC,GENERAL AND OPERATIONS MANAGERS,CEO,Y,109595.0,2016
CERTIFIED,ALLIA HOLDINGS LLC,GENERAL AND OPERATIONS MANAGERS,PRESIDENT AND OPERATIONS MANAGER,N,48797.0,2016
CERTIFIED,BROCO INVESTMENTS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,56555.0,2016
CERTIFIED,"WILLIAMS-SONOMA, INC.",GENERAL AND OPERATIONS MANAGERS,VP CREATIVE SERVICES,Y,199930.0,2016
DENIED,TEMANDO LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,191360.0,2016
CERTIFIED,ASBET CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER (C.O.O.),Y,74402.0,2016
CERTIFIED,PARADICE INVESTMENT MANAGEMENT LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,133328.0,2016
CERTIFIED,"SOUTHERN CROSS MANAGEMENT, LLC",GENERAL AND OPERATIONS MANAGERS,U.S. MANAGER - FINANCE & REAL ESTATE,Y,103854.0,2016
CERTIFIED,IBM CORPORATION,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, COGNITIVE TRANSFORMATION AND OPERATIONS",Y,210413.0,2016
CERTIFIED,STUDIO 3 PARTNERS LLC D/B/A EPIX,GENERAL AND OPERATIONS MANAGERS,"MANAGER, PROGRAMMING ACQUISITIONS",Y,72301.0,2016
CERTIFIED,RESPONDENT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,72301.0,2016
CERTIFIED,YAYPAY INC.,GENERAL AND OPERATIONS MANAGERS,CEO AND MANAGER OF OPERATIONS,Y,118331.0,2016
CERTIFIED,IBM CORPORATION,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, ORG. CHANGE MGMT & TALENT, TRANSFORMATION",Y,210413.0,2016
CERTIFIED,NEW JERSEY SYMPHONY ORCHESTRA,GENERAL AND OPERATIONS MANAGERS,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,170123.0,2016
CERTIFIED,"PSIQUANTUM, CORP.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,158454.0,2016
DENIED,55 FARMS INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,76045.0,2016
CERTIFIED,ASSEMBLED APPAREL LLC,GENERAL AND OPERATIONS MANAGERS,BRAND MANAGER,Y,74000.0,2016
CERTIFIED,CTX USA LLC,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR & CHIEF OPERATING OFFICER,Y,164382.0,2016
DENIED,"TESLA MOTORS, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, IT APPLICATIONS",Y,139006.0,2016
CERTIFIED,RESPONDENT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,72300.8,2016
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR II, ENTERPRISE STRATEGY",Y,130354.0,2016
WITHDRAWN,TEMANDO LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,191360.0,2016
CERTIFIED,TEMANDO LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,199930.0,2016
CERTIFIED,SABRAGE HOLDINGS INC,GENERAL AND OPERATIONS MANAGERS,SPA OPERATIONS MANAGER,N,65936.0,2016
CERTIFIED,"TESLA MOTORS, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, IT APPLICATIONS",Y,139006.0,2016
CERTIFIED,THE BOEING COMPANY,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,90558.0,2016
CERTIFIED,KO CATERING AND PIES LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF FOOD AND BEVERAGE OPERATIONS,Y,108181.0,2016
CERTIFIED,ZEN INTERNATIONAL MARKETING LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,54974.0,2016
CERTIFIED,FEMO OPERATIONS LP,GENERAL AND OPERATIONS MANAGERS,FEMO OPERATIONS OPERATING PARTNER - DALLAS,N,62754.0,2016
CERTIFIED,DAN ON & ASSOCIATES (USA) LTD.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,53518.4,2016
DENIED,ACUITY CAPITAL INVESTMENT FUND,GENERAL AND OPERATIONS MANAGERS,INVESTMENT FUND MANAGER,Y,107000.0,2016
CERTIFIED,FLINDERS LANE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,72301.0,2016
CERTIFIED,"SURFSTITCH USA, INC.",GENERAL AND OPERATIONS MANAGERS,ECOMMERCE MANAGER,Y,99133.0,2016
CERTIFIED,WHAT'S WRONG WITH PEOPLE INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS AND PRODUCTION MANAGER,N,54974.0,2016
CERTIFIED,PARADICE INVESTMENT MANAGEMENT LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,137966.0,2016
CERTIFIED,BLUE STONE LANE HOLDINGS LLC,GENERAL AND OPERATIONS MANAGERS,REGIONAL DIRECTOR,N,69077.0,2016
CERTIFIED,"YUM! RESTAURANTS INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,KFC GLOBAL CEO,Y,186056.0,2016
CERTIFIED,"LES MILLS UNITED STATES TRADING, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,Y,122366.0,2016
CERTIFIED,"JOURNEY OF BE., INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,50315.0,2016
CERTIFIED,SLOW FOOD LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF FOOD AND BEVERAGE OPERATIONS,Y,72301.0,2016
CERTIFIED,VIMOC TECHNOLOGIES INC,GENERAL AND OPERATIONS MANAGERS,CEO,Y,203819.0,2016
CERTIFIED,SLOW FOOD LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,72301.0,2016
DENIED,ICC AMERICAS,GENERAL AND OPERATIONS MANAGERS,USA PROJECT OFFICER,N,50918.0,2016
CERTIFIED,AKUNA CAPITAL LLC,GENERAL AND OPERATIONS MANAGERS,HEAD OF TRADING,Y,86674.0,2016
CERTIFIED,LION NATHAN USA INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OPERATIONS,Y,157498.0,2016
CERTIFIED,DYNO NOBEL INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF STRATEGY AND COMMODITY INTEL,Y,125029.0,2016
CERTIFIED,"JAI STERLING HOTEL, LLC",GENERAL AND OPERATIONS MANAGERS,HOTEL GENERAL MANAGER,N,40997.0,2016
CERTIFIED,"COMCAST CABLE COMMUNICATIONS, LLC",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, CUSTOMER EXPERIENCE",Y,175219.0,2016
CERTIFIED,THE JEWEL AND THE FALCON INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,129480.0,2016
DENIED,GLOBAL LIFE DISTRIBUTION (US) INC,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS (US),Y,204090.0,2016
CERTIFIED,AMAZON CORPORATE LLC,GENERAL AND OPERATIONS MANAGERS,CONTRACTS MANAGER,Y,70304.0,2016
CERTIFIED,"COLLECTIVE RETURNS, INC.",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,164382.0,2016
CERTIFIED,"KHAN ACADEMY, INC.",GENERAL AND OPERATIONS MANAGERS,VP OF EDUCATOR OPERATIONS & STRATEGY,Y,158454.0,2016
CERTIFIED,INSTITCHU INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,72301.0,2016
CERTIFIED,"SCRIBETRIBE, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR AND PRESIDENT OF SOFTWARE DEVELOPMENT,Y,137966.0,2016
CERTIFIED,GIVME LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGERS,Y,118331.0,2016
CERTIFIED,ICC AMERICAS,GENERAL AND OPERATIONS MANAGERS,USA PROJECT OFFICER,N,50918.0,2016
CERTIFIED,GLOBAL LIFE DISTRIBUTION (US) INC,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS (US),Y,210413.0,2016
CERTIFIED,MAMMOTH MOUNTAIN SKI AREA LLC,GENERAL AND OPERATIONS MANAGERS,MANAGER,N,49234.0,2016
CERTIFIED,"RWH HOLDINGS, INC.",GENERAL AND OPERATIONS MANAGERS,HOTEL MANAGING DIRECTOR,Y,129480.0,2016
CERTIFIED,"SKINQRI, LLC",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, PRODUCT DEVELOPMENT",Y,89211.2,2016
CERTIFIED,"PAGERDUTY, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, COMMERCIAL OPERATIONS",Y,155563.0,2016
CERTIFIED,RUBYS MIDTOWN LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,72301.0,2016
CERTIFIED,UNIVERSITY OF MICHIGAN,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, CENTRAL POWER PLANT",Y,76508.0,2016
CERTIFIED,TIME OUT AMERICA LLC,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,210413.0,2016
CERTIFIED,"DSYNC, INC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,114795.0,2016
CERTIFIED,MOVENTAS INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT - OPERATIONS NORTH AMERICA,Y,144269.0,2016
CERTIFIED,"GLOBAL EDGE SOLUTIONS, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS TEAM LEADER,Y,186451.0,2016
CERTIFIED,MOVENTAS INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT - OPERATIONS NORTH AMERICA,Y,186451.0,2016
CERTIFIED,"THE GLOBAL EDGE CONSULTANTS, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS TEAM LEADER,Y,186451.0,2016
CERTIFIED,NATIONAL RADIO ASTRONOMY OBSERVATORY,GENERAL AND OPERATIONS MANAGERS,ASSISTANT DIRECTOR-SCIENCE SUPPORT & RESEARCH,Y,142418.0,2016
CERTIFIED,CYARA SOLUTIONS CORP.,GENERAL AND OPERATIONS MANAGERS,"CEO, CHAIRMAN",Y,199930.0,2016
CERTIFIED,MODBOT INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,123053.0,2016
CERTIFIED,"THE GLOBAL EDGE CONSULTANTS, LLC",GENERAL AND OPERATIONS MANAGERS,DEPUTY PROJECT DIRECTOR,Y,186451.0,2016
CERTIFIED,RAG & BONE INDUSTRIES LLC,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, MERCHANDISING",Y,145454.0,2016
CERTIFIED,"AICIAL, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,N,66851.0,2016
DENIED,ELAH GROUP LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,108992.0,2016
CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT - GLOBAL SALES,Y,158579.0,2016
CERTIFIED,GERUDIO INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,83000.0,2016
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, WAL-MART FUEL, WAL-MART US",Y,130354.0,2016
CERTIFIED,"NEW MELBOURNE COFFEE, LLC",GENERAL AND OPERATIONS MANAGERS,FINANCIAL MANAGER,N,57491.0,2016
CERTIFIED,ELAH GROUP LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,108992.0,2016
CERTIFIED,"JOURNEY OF BE., INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,50315.0,2016
CERTIFIED,"PGSORM TEXAS, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,53872.0,2016
CERTIFIED,"ENERGY CONFERENCE NETWORK, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,186451.0,2016
CERTIFIED,LAKEWOOD TRAVELODGE LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,51875.0,2016
DENIED,LURLINE BAY LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,54974.0,2016
CERTIFIED,OUTRIGGER HOTELS HAWAII,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,104915.0,2016
CERTIFIED,LURLINE BAY LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,54974.0,2016
CERTIFIED,"LUMEN NORTH AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,Y,120494.0,2016
CERTIFIED,"NES GLOBAL, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,175614.0,2016
CERTIFIED,ICC AMERICAS,GENERAL AND OPERATIONS MANAGERS,PARTICIPATION AND PERFORMANCE MANAGER,Y,82763.0,2016
CERTIFIED,"JET.COM, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, MEMBER SERVICES",N,42640.0,2016
CERTIFIED,"JONES LANG LASALLE AMERICAS, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR GENERAL MANAGER - MARKETS PROPERTY MANAGEMENT,N,62754.0,2016
CERTIFIED,"IMMERSAVIEW, INC.",GENERAL AND OPERATIONS MANAGERS,CTO/GENERAL OPERATIONS MANAGER,N,64334.0,2016
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, MONETIZATION STRATEGY AND INNOVATION TEAM",Y,158454.0,2016
CERTIFIED,PIXI INC.,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR OF E-COMMERCE,Y,92227.0,2016
CERTIFIED,NEW YORK HEALTH & RACQUET CLUB,GENERAL AND OPERATIONS MANAGERS,ASSISTANT MANAGER,N,35000.0,2016
CERTIFIED,"CF INDUSTRIES EMPLOYEE SERVICES, LLC",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, CORPORATE DEVELOPMENT",Y,169853.0,2016
CERTIFIED,DRINKS LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BUSINESS OPERATIONS,Y,70699.0,2016
CERTIFIED,CREDIBLE LAB INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,111218.0,2016
CERTIFIED,ADVANCE - GLOBAL AUSTRALIAN PROFESSIONALS INC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,118331.0,2016
DENIED,NUI TENNIS LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,52000.0,2016
CERTIFIED,8 TUXEDOS INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,72301.0,2016
CERTIFIED,STABLE P3 CAPABILITY INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER OPERATIONS,N,45864.0,2016
CERTIFIED,U.S.-CHINA FOUNDATION FOR INTERNATIONAL EXCHANGES,GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,109595.2,2016
CERTIFIED,"GORDON LABORATORIES, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,163010.0,2016
CERTIFIED,"STAR DIMON, INC.",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,117436.8,2016
CERTIFIED,"STAR DIMON, INC.",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,117436.8,2016
CERTIFIED,ENGINEERED AIR,GENERAL AND OPERATIONS MANAGERS,BUSINESS DIRECTOR,Y,137571.0,2016
CERTIFIED,IMAX CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OF STAFF TO THE CEO,Y,160451.0,2016
CERTIFIED,"ILOVEVELVET, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,72300.8,2016
CERTIFIED,"ILOVEVELVET, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,72300.8,2016
CERTIFIED,"ILOVEVELVET, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,72300.8,2016
CERTIFIED,"SOMNIO GLOBAL, L3C",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,119995.0,2016
CERTIFIED,"SOMNIO GLOBAL, LLC",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,119995.0,2016
CERTIFIED,"KIIP, INC.",ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF BUSINESS DEVELOPMENT,Y,74547.0,2016
CERTIFIED-WITHDRAWN,"TWO WEST, INC.",ADVERTISING AND PROMOTIONS MANAGERS,PROJECT MANAGER,N,49005.0,2016
CERTIFIED-WITHDRAWN,WRINKLED RECORDS,ADVERTISING AND PROMOTIONS MANAGERS,PROMOTIONS MANAGER,N,33092.8,2016
WITHDRAWN,"LATINWORKS MARKETING, LLC",ADVERTISING AND PROMOTIONS MANAGERS,"DIRECTOR, STRATEGIC PLANNING",Y,85342.0,2016
CERTIFIED-WITHDRAWN,R/GA MEDIA GROUP INC.,ADVERTISING AND PROMOTIONS MANAGERS,SENIOR PRODUCER,Y,107536.0,2016
CERTIFIED-WITHDRAWN,LKE INTERNATIONAL US LLC,ADVERTISING AND PROMOTIONS MANAGERS,MEDIA MARKETING MANAGER,N,67829.0,2016
WITHDRAWN,"DEUTSCH LA, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,138050.0,2016
CERTIFIED-WITHDRAWN,HUGE LLC,ADVERTISING AND PROMOTIONS MANAGERS,ENGAGEMENT MANAGER,Y,70138.0,2016
CERTIFIED-WITHDRAWN,"LOPEZ NEGRETE COMMUNICATIONS, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR ACCOUNT PLANNER,Y,88040.0,2016
CERTIFIED-WITHDRAWN,RESOLUTION MEDIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,"ADVERTISING SUPERVISOR, PAID SEARCH OPTIMIZATION",Y,79553.0,2016
CERTIFIED-WITHDRAWN,DDB WORLDWIDE COMMUNICATIONS GROUP INC.,ADVERTISING AND PROMOTIONS MANAGERS,EXPERIENTIAL DESIGN DIRECTOR,Y,126110.0,2016
CERTIFIED-WITHDRAWN,180LA,ADVERTISING AND PROMOTIONS MANAGERS,HEAD OF STRATEGIC PLANNING,Y,177403.0,2016
CERTIFIED-WITHDRAWN,HAVAS WORLDWIDE NEW YORK INC.,ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE DIRECTOR OF EXPERIENCE DESIGN,Y,166130.0,2016
CERTIFIED-WITHDRAWN,"RAPP WORLDWIDE, INC.",ADVERTISING AND PROMOTIONS MANAGERS,"DIRECTOR, EXPERIENCE PLANNING",Y,126110.0,2016
CERTIFIED-WITHDRAWN,HAVAS WORLDWIDE NEW YORK INC.,ADVERTISING AND PROMOTIONS MANAGERS,PLANNING DIRECTOR,Y,126110.0,2016
CERTIFIED-WITHDRAWN,LKE INTERNATIONAL US LLC,ADVERTISING AND PROMOTIONS MANAGERS,PROMOTIONS MANAGER,Y,86070.4,2016
WITHDRAWN,VOGEL-FARINA LLC,ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR OF SCIENTIFIC COPY,Y,121285.0,2016
CERTIFIED-WITHDRAWN,"VEVO, LLC",ADVERTISING AND PROMOTIONS MANAGERS,DIRECTOR  INTERNATIONAL PARTNERSHIPS,Y,111664.0,2016
CERTIFIED-WITHDRAWN,"HELLO ELEPHANT, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP CREATIVE DIRECTOR,Y,138882.0,2016
CERTIFIED-WITHDRAWN,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,GROUP CREATIVE DIRECTOR,Y,206170.0,2016
WITHDRAWN,"HUGE, LLC",ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT STRATEGY DIRECTOR,Y,166130.0,2016
CERTIFIED-WITHDRAWN,GSD&M IDEA CITY LLC,ADVERTISING AND PROMOTIONS MANAGERS,SEARCH ENGINE MARKETING ANALYST,N,34382.0,2016
CERTIFIED-WITHDRAWN,RED URBAN INC.,ADVERTISING AND PROMOTIONS MANAGERS,ASSISTANT ACCOUNT EXECUTIVE,N,39183.0,2016
CERTIFIED-WITHDRAWN,WILLIAM REED BUSINESS MEDIA INC.,ADVERTISING AND PROMOTIONS MANAGERS,"ADVERTISING SALES MANAGER - PHARMA DIVISION, N.A.",Y,86070.0,2016
CERTIFIED,GOOGLE INC.,ADVERTISING AND PROMOTIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,111402.0,2016
CERTIFIED,"HAVAS WORLDWIDE NEW YORK, INC.",ADVERTISING AND PROMOTIONS MANAGERS,ASSOCIATE CREATIVE DIRECTOR,Y,139984.0,2016
CERTIFIED,"PRODIGY NETWORK MIAMI, LLC",ADVERTISING AND PROMOTIONS MANAGERS,CREATIVE DIRECTOR,Y,101442.0,2016
CERTIFIED,JIM BEAM BRANDS COMPANY,ADVERTISING AND PROMOTIONS MANAGERS,ASSISTANT BRAND MANAGER,Y,100069.0,2016
CERTIFIED,"23ANDME, INC.",ADVERTISING AND PROMOTIONS MANAGERS,SENIOR MARKETING MANAGER,Y,138944.0,2016
CERTIFIED,"180LA, LLC",ADVERTISING AND PROMOTIONS MANAGERS,INTEGRATED PROJECT MANAGER (SENIOR),N,63482.0,2016
CERTIFIED,OMNICOM MEDIA GROUP HOLDINGS INC.,ADVERTISING AND PROMOTIONS MANAGERS,REGIONAL ACCOUNT DIRECTOR,Y,88379.0,2016
